Date,Open,High,Low,Close,Adj Close,Volume
2023-05-03,1669.944824,1708.479614,1660.150391,1699.035889,1699.035889,6844848540
2023-05-04,1698.943115,1730.091064,1672.374634,1720.744385,1720.744385,7504350685
2023-05-05,1721.211548,1732.913574,1696.351440,1703.432495,1703.432495,5967886803
2023-05-06,1703.549561,1789.665283,1703.143188,1779.614258,1779.614258,8472544115
2023-05-07,1779.987427,1799.683228,1668.598877,1695.016846,1695.016846,8584029021
2023-05-08,1694.745483,1725.145874,1699.959229,1699.959229,1699.959229,6247700759
2023-05-09,1699.413452,1711.320557,1652.260498,1681.436279,1681.436279,8998161296
2023-05-10,1681.452881,1697.258057,1666.303101,1685.963013,1685.963013,5590241263
2023-05-11,1685.607666,1715.167480,1636.815063,1677.561768,1677.561768,9055721280
2023-05-12,1677.644409,1677.644409,1624.984741,1646.314819,1646.314819,7655498388
2023-05-13,1645.110596,1656.737549,1594.647949,1652.710815,1652.710815,8270044296
2023-05-14,1653.035645,1660.059082,1634.845581,1642.162720,1642.162720,4249263832
2023-05-15,1642.156372,1667.192139,1650.737061,1658.972656,1658.972656,4340885560
2023-05-16,1658.853027,1696.679565,1647.152222,1671.540649,1671.540649,6206730818
2023-05-17,1670.873291,1684.307861,1652.960938,1678.780884,1678.780884,5150090389
2023-05-18,1678.732056,1689.508667,1649.666382,1681.002563,1681.002563,5861044206
2023-05-19,1681.195068,1692.463379,1647.815552,1672.122925,1672.122925,5265033735
2023-05-20,1671.441650,1687.925781,1669.564941,1675.467163,1675.467163,4433284518
2023-05-21,1675.630249,1690.787720,1671.267944,1682.900879,1682.900879,2728593424
2023-05-22,1682.586670,1689.782227,1665.622192,1667.311157,1667.311157,3129232187
2023-05-23,1667.598022,1688.903320,1656.472778,1681.225220,1681.225220,4194741575
2023-05-24,1681.453003,1729.918945,1680.208008,1721.885132,1721.885132,6332754791
2023-05-25,1721.809937,1721.809937,1652.992676,1673.648438,1673.648438,6602777992
2023-05-26,1673.411377,1693.865479,1641.255615,1684.100586,1684.100586,5895146479
2023-05-27,1683.887695,1713.172119,1676.195313,1704.064575,1704.064575,5079900377
2023-05-28,1703.958252,1711.048584,1693.630005,1706.327637,1706.327637,2997516981
2023-05-29,1706.309326,1786.540283,1701.061646,1782.355469,1782.355469,5931761401
2023-05-30,1780.847656,1797.185791,1753.607788,1768.134888,1768.134888,5496286050
2023-05-31,1768.149048,1785.801270,1757.635742,1771.427856,1771.427856,4997798003
2023-06-01,1771.494629,1777.011841,1737.405640,1752.593018,1752.593018,5596416909
2023-06-02,1752.391357,1765.296997,1726.841064,1730.625732,1730.625732,5241525435
2023-06-03,1730.832397,1783.682373,1721.201172,1780.233398,1780.233398,5691636136
2023-06-04,1780.386597,1781.694702,1759.912231,1766.377808,1766.377808,3241021119
2023-06-05,1766.364502,1782.848877,1760.067505,1767.356079,1767.356079,3502941599
2023-06-06,1767.266357,1768.304688,1660.702393,1691.519287,1691.519287,8632600763
2023-06-07,1690.355225,1773.491577,1686.969116,1761.429810,1761.429810,8135978869
2023-06-08,1761.315796,1769.101685,1703.268433,1711.380859,1711.380859,7396848785
2023-06-09,1711.490723,1726.276367,1708.733643,1712.360107,1712.360107,4206970233
2023-06-10,1712.152344,1722.401611,1701.906860,1711.996460,1711.996460,4289544159
2023-06-11,1712.151611,1716.239136,1601.491211,1629.595093,1629.595093,10032550183
2023-06-12,1629.728027,1651.979248,1619.110840,1631.077759,1631.077759,4241019109
2023-06-13,1630.761597,1631.092407,1604.840820,1619.096680,1619.096680,5604151805
2023-06-14,1618.967896,1632.143311,1601.275146,1611.769531,1611.769531,5759356879
2023-06-15,1611.966553,1618.631836,1511.358398,1522.126953,1522.126953,6882373575
2023-06-16,1522.107666,1531.732666,1497.785278,1521.612305,1521.612305,6695347560
2023-06-17,1521.512573,1578.682251,1512.995239,1566.803711,1566.803711,5732690129
2023-06-18,1566.806274,1612.524658,1564.505493,1576.419189,1576.419189,4449583610
2023-06-19,1576.409668,1592.875732,1570.090942,1572.236206,1572.236206,3490690373
2023-06-20,1572.170288,1598.150757,1562.187378,1590.724609,1590.724609,4769887132
2023-06-21,1590.010986,1642.266724,1573.428833,1641.135620,1641.135620,6566916885
2023-06-22,1641.021240,1727.336792,1638.225708,1720.381592,1720.381592,10672928282
2023-06-23,1719.278320,1757.462891,1704.046997,1709.579346,1709.579346,7738210454
2023-06-24,1709.212158,1775.774414,1712.897217,1733.956299,1733.956299,7594617939
2023-06-25,1734.789795,1745.283569,1711.008789,1718.564453,1718.564453,4604242911
2023-06-26,1718.371582,1767.132813,1713.792236,1742.589233,1742.589233,6361124170
2023-06-27,1742.171265,1745.982788,1687.193848,1704.361694,1704.361694,7900844979
2023-06-28,1704.282349,1744.080933,1702.030029,1724.545166,1724.545166,7014289800
2023-06-29,1724.730591,1725.006592,1668.944092,1674.513062,1674.513062,6536259518
2023-06-30,1674.593750,1725.385254,1674.593750,1704.364014,1704.364014,5224015452
2023-07-01,1704.162598,1782.773926,1678.193237,1770.897827,1770.897827,11812584980
2023-07-02,1771.021362,1779.611694,1750.432861,1762.998657,1762.998657,4705574457
2023-07-03,1762.890747,1794.552612,1735.780640,1776.218384,1776.218384,5816066006
2023-07-04,1776.626709,1810.507324,1774.475342,1791.750366,1791.750366,7200861896
2023-07-05,1791.874146,1802.500244,1775.741211,1779.586182,1779.586182,5222537891
2023-07-06,1779.736084,1784.780762,1740.725830,1760.010742,1760.010742,5558529526
2023-07-07,1759.853271,1799.973389,1696.846191,1697.567749,1697.567749,8177300004
2023-07-08,1696.535645,1719.172607,1682.253662,1705.353516,1705.353516,5897423836
2023-07-09,1705.717773,1707.084839,1681.533081,1700.583008,1700.583008,3918876682
2023-07-10,1700.633545,1712.551392,1694.056519,1698.355103,1698.355103,4004618111
2023-07-11,1698.565186,1732.218262,1686.841064,1708.733765,1708.733765,5757517805
2023-07-12,1708.823242,1713.954590,1695.983643,1705.457764,1705.457764,4453758711
2023-07-13,1705.445068,1710.632446,1675.566162,1680.428101,1680.428101,5725860473
2023-07-14,1680.362061,1793.740601,1673.540039,1787.733521,1787.733521,9902956982
2023-07-15,1786.998169,1805.354614,1693.614746,1724.855347,1724.855347,9452053560
2023-07-16,1724.661865,1731.873413,1716.003784,1718.922241,1718.922241,3898086624
2023-07-17,1719.080933,1728.323975,1706.309204,1713.231079,1713.231079,3855680428
2023-07-18,1713.242188,1724.512695,1667.589478,1701.282837,1701.282837,5943213617
2023-07-19,1701.328125,1704.376587,1675.446777,1689.996216,1689.996216,5178561897
2023-07-20,1690.172607,1710.601929,1681.085571,1685.854614,1685.854614,5371229530
2023-07-21,1685.913330,1716.716675,1690.112427,1698.283081,1698.283081,6616165371
2023-07-22,1698.832886,1712.039063,1694.564575,1699.561035,1699.561035,4193173157
2023-07-23,1699.448730,1704.099121,1666.975220,1675.798950,1675.798950,3685408643
2023-07-24,1676.861084,1711.357300,1670.997437,1698.073486,1698.073486,4027328267
2023-07-25,1697.729980,1697.754517,1658.025635,1672.237183,1672.237183,5734749057
2023-07-26,1672.260620,1691.468018,1666.913940,1681.200684,1681.200684,3767735544
2023-07-27,1681.159668,1702.128052,1670.156128,1689.970703,1689.970703,5218916797
2023-07-28,1689.904175,1693.566772,1690.066162,1694.577026,1694.577026,3908929425
2023-07-29,1694.891602,1704.504395,1691.988770,1699.456299,1699.456299,3445582330
2023-07-30,1699.289063,1709.232300,1695.457642,1705.188965,1705.188965,2263804461
2023-07-31,1705.010010,1707.192871,1680.182007,1688.730591,1688.730591,3631198386
2023-08-01,1688.831665,1701.844849,1684.192993,1687.910522,1687.910522,3993535525
2023-08-02,1687.935791,1701.544678,1658.307373,1700.420288,1700.420288,6935850970
2023-08-03,1701.942749,1706.853271,1664.460083,1680.551025,1680.551025,5892618409
2023-08-04,1680.375732,1694.876099,1671.527588,1675.764038,1675.764038,4301490660
2023-08-05,1675.539429,1675.865967,1650.778809,1657.649780,1657.649780,4408918455
2023-08-06,1657.727417,1665.587402,1655.015015,1664.247803,1664.247803,2599372418
2023-08-07,1664.118408,1665.391479,1655.177124,1660.956543,1660.956543,2693391260
2023-08-08,1660.754150,1675.029907,1641.050537,1660.427979,1660.427979,5305805736
2023-08-09,1660.420898,1710.479614,1661.561401,1693.353638,1693.353638,5304009670
2023-08-10,1693.328247,1702.567139,1681.377686,1689.207642,1689.207642,5347462577
2023-08-11,1689.253784,1687.863403,1680.511475,1685.305298,1685.305298,3424152095
2023-08-12,1685.294678,1689.202759,1679.363037,1685.870361,1685.870361,3060306011
2023-08-13,1685.913818,1690.576904,1684.587891,1687.481812,1687.481812,2091109642
2023-08-14,1687.631470,1697.158813,1676.680908,1680.732422,1680.732422,2791313875
2023-08-15,1680.771973,1695.450195,1677.985474,1690.699707,1690.699707,3743518529
2023-08-16,1690.679932,1692.110596,1665.590088,1675.481934,1675.481934,4112211086
2023-08-17,1675.576904,1677.282715,1653.626343,1660.420776,1660.420776,4576282703
2023-08-18,1660.336670,1663.131958,1427.413208,1549.456421,1549.456421,13066030679
2023-08-19,1546.794189,1561.379395,1513.226318,1525.272461,1525.272461,8857235495
2023-08-20,1525.179932,1554.918457,1518.964355,1533.102783,1533.102783,4473329698
2023-08-21,1533.209106,1556.680176,1527.069092,1549.216431,1549.216431,3774587592
2023-08-22,1549.372925,1549.428467,1517.475464,1529.907837,1529.907837,4658949121
2023-08-23,1529.917114,1531.166260,1471.942749,1506.362427,1506.362427,6679158563
2023-08-24,1506.831787,1561.319458,1501.905029,1545.505127,1545.505127,6618971399
2023-08-25,1545.481079,1548.131104,1517.582397,1537.173462,1537.173462,4726995634
2023-08-26,1537.474609,1543.697021,1515.694336,1531.206421,1531.206421,4999541315
2023-08-27,1531.198975,1532.913330,1522.663086,1525.066162,1525.066162,2244790090
2023-08-28,1525.033936,1537.072021,1524.691895,1535.163696,1535.163696,2430369670
2023-08-29,1535.095947,1535.811646,1506.128784,1526.422852,1526.422852,4485247941
2023-08-30,1526.253662,1606.061646,1519.342773,1591.389160,1591.389160,10400794708
2023-08-31,1591.343994,1592.290771,1554.459595,1560.088989,1560.088989,4596611091
2023-09-01,1560.319824,1583.131714,1507.890137,1517.782837,1517.782837,6080905036
2023-09-02,1517.729492,1525.702148,1485.852417,1509.609741,1509.609741,5658874751
2023-09-03,1509.673218,1524.014771,1509.132202,1517.520874,1517.520874,2728705910
2023-09-04,1517.537720,1525.374878,1506.075684,1516.543701,1516.543701,2921526443
2023-09-05,1516.179443,1523.161743,1499.314575,1510.151001,1510.151001,3602860264
2023-09-06,1510.388062,1536.394043,1493.222412,1523.233521,1523.233521,4118971051
2023-09-07,1523.497192,1544.514771,1502.717407,1522.063843,1522.063843,4650712834
2023-09-08,1522.073730,1549.005615,1518.251587,1540.235718,1540.235718,4587516539
2023-09-09,1540.431519,1546.737915,1511.680420,1528.070923,1528.070923,4294764868
2023-09-10,1527.989380,1528.755371,1522.021851,1527.159790,1527.159790,1944134362
2023-09-11,1527.205933,1527.412720,1497.293213,1508.721191,1508.721191,4049343624
2023-09-12,1508.666016,1510.542847,1426.552979,1443.711914,1443.711914,7158557861
2023-09-13,1443.581787,1509.980835,1442.237793,1480.887695,1480.887695,6336545736
2023-09-14,1481.318237,1504.656738,1473.011353,1498.187012,1498.187012,4639446058
2023-09-15,1498.227173,1538.326416,1498.083008,1529.793579,1529.793579,5208111020
2023-09-16,1529.695557,1548.289429,1511.743042,1538.474731,1538.474731,4075306658
2023-09-17,1538.293091,1546.298462,1529.981812,1532.459473,1532.459473,2642385318
2023-09-18,1532.440186,1532.312134,1516.060425,1521.267700,1521.267700,2842801501
2023-09-19,1521.441284,1565.870239,1508.792480,1531.304199,1531.304199,5533481346
2023-09-20,1531.271484,1553.029663,1522.880615,1538.683228,1538.683228,4124765616
2023-09-21,1538.636963,1543.574951,1508.827393,1523.813110,1523.813110,4841631813
2023-09-22,1523.532593,1528.589355,1476.643555,1486.162354,1486.162354,4870114879
2023-09-23,1485.876831,1504.785645,1482.000854,1494.087402,1494.087402,3245357355
2023-09-24,1494.035645,1498.526123,1489.455566,1494.640137,1494.640137,1970622244
2023-09-25,1494.610107,1499.360596,1480.656372,1484.590454,1484.590454,2898513321
2023-09-26,1484.490967,1506.342773,1472.382324,1499.630859,1499.630859,4149518038
2023-09-27,1499.347900,1507.605469,1494.558472,1507.611694,1507.611694,3353970387
2023-09-28,1507.319336,1547.839600,1510.978638,1520.645508,1520.645508,5266874928
2023-09-29,1520.817627,1575.748901,1520.054321,1564.800659,1564.800659,6303282436
2023-09-30,1564.911499,1590.476807,1558.689331,1576.457153,1576.457153,5226384175
2023-10-01,1576.353760,1599.695801,1575.152832,1579.498535,1579.498535,2982224415
2023-10-02,1579.498291,1656.796997,1580.350342,1641.190308,1641.190308,4784848481
2023-10-03,1640.407959,1650.547974,1570.759766,1587.438354,1587.438354,8034916859
2023-10-04,1586.731934,1595.526001,1573.709106,1582.520752,1582.520752,4530505152
2023-10-05,1582.568848,1583.063232,1553.663208,1568.361206,1568.361206,4880219211
2023-10-06,1568.313721,1573.254883,1528.166138,1527.987427,1527.987427,5123795704
2023-10-07,1527.882446,1566.588745,1527.882446,1553.582642,1553.582642,4664253980
2023-10-08,1553.563232,1555.802979,1539.731689,1542.896973,1542.896973,2434442319
2023-10-09,1543.034790,1549.194092,1526.369995,1545.977295,1545.977295,3137813947
2023-10-10,1545.888550,1549.743896,1473.820679,1493.388062,1493.388062,6636749820
2023-10-11,1493.676880,1509.126343,1464.398682,1478.361206,1478.361206,4955459331
2023-10-12,1478.330811,1488.660889,1461.902954,1474.346924,1474.346924,5098663802
2023-10-13,1474.442261,1474.907104,1444.367432,1461.329346,1461.329346,4749500818
2023-10-14,1461.158813,1495.126221,1458.495239,1476.423584,1476.423584,4352098787
2023-10-15,1476.589355,1484.257690,1470.382446,1479.436523,1479.436523,2310788071
2023-10-16,1479.264526,1488.175781,1474.963501,1480.711670,1480.711670,2778194157
2023-10-17,1480.943237,1545.231079,1479.171997,1516.448608,1516.448608,8382146289
2023-10-18,1516.544556,1516.880859,1470.689087,1480.630371,1480.630371,4760036123
2023-10-19,1480.576660,1501.389282,1477.518677,1483.921997,1483.921997,4131864421
2023-10-20,1484.119629,1484.747559,1464.406860,1480.645020,1480.645020,4756246286
2023-10-21,1480.752563,1537.864624,1477.783813,1514.083374,1514.083374,6366590535
2023-10-22,1514.229980,1548.593628,1503.497925,1537.330200,1537.330200,3974402093
2023-10-23,1537.323975,1574.534180,1531.549194,1570.855103,1570.855103,4956317232
2023-10-24,1581.638794,1681.747314,1570.060425,1654.528931,1654.528931,13460444234
2023-10-25,1655.121216,1742.988770,1661.270996,1684.184204,1684.184204,14996032067
2023-10-26,1684.625488,1715.170776,1663.803467,1691.580566,1691.580566,8933066439
2023-10-27,1691.660400,1767.912598,1675.468506,1707.743286,1707.743286,10599016643
2023-10-28,1707.511963,1708.121582,1658.151367,1684.011841,1684.011841,7089130853
2023-10-29,1684.048706,1703.462646,1677.759644,1680.769653,1680.769653,3998113949
2023-10-30,1680.718262,1714.165161,1670.774414,1700.001343,1700.001343,4126602370
2023-10-31,1700.042236,1723.447632,1684.849976,1705.389404,1705.389404,7098266458
2023-11-01,1705.429932,1715.125854,1685.856079,1717.216675,1717.216675,6124001437
2023-11-02,1716.661865,1757.852539,1692.285400,1744.694458,1744.694458,10039606070
2023-11-03,1744.855225,1767.847412,1686.327515,1696.176025,1696.176025,8481909235
2023-11-04,1696.454346,1709.278198,1675.852539,1707.157104,1707.157104,7100316724
2023-11-05,1707.691406,1739.260620,1700.582397,1730.353394,1730.353394,4512950164
2023-11-06,1730.071167,1780.567871,1721.897217,1765.044312,1765.044312,8262732052
2023-11-07,1764.922607,1783.035522,1743.879517,1772.500732,1772.500732,7560943785
2023-11-08,1773.212036,1783.558472,1734.392090,1765.286621,1765.286621,8604484535
2023-11-09,1764.346802,1778.510986,1754.117310,1763.858154,1763.858154,6303271722
2023-11-10,1763.501343,1997.820068,1760.110596,1987.909302,1987.909302,23163980056
2023-11-11,1988.384033,2000.404419,1936.201782,1942.781128,1942.781128,13779506261
2023-11-12,1942.564697,1953.288940,1902.390747,1918.872803,1918.872803,9561442248
2023-11-13,1919.251221,1933.500366,1887.383423,1913.121094,1913.121094,7437583068
2023-11-14,1913.277710,1978.478394,1901.029297,1920.530273,1920.530273,13383133104
2023-11-15,1920.063110,1929.495361,1784.089478,1819.351074,1819.351074,12031724343
2023-11-16,1819.737061,1901.232666,1810.150513,1898.250122,1898.250122,11632609805
2023-11-17,1897.842407,1924.867310,1787.284302,1806.732788,1806.732788,13499826372
2023-11-18,1807.641235,1833.624634,1756.601074,1796.513550,1796.513550,10883471428
2023-11-19,1796.871216,1805.839722,1759.673950,1798.349487,1798.349487,7387163527
2023-11-20,1798.253296,1847.681274,1781.509766,1846.041992,1846.041992,7075362136
2023-11-21,1844.803101,1889.446777,1827.344604,1847.552002,1847.552002,11755020993
2023-11-22,1847.532104,1858.156616,1774.355103,1774.355103,1774.355103,12506620424
2023-11-23,1771.164063,1918.957520,1770.779297,1896.073364,1896.073364,12281710999
2023-11-24,1895.596069,1911.589111,1871.238770,1891.208130,1891.208130,7179288215
2023-11-25,1891.392456,1949.759521,1890.222656,1901.236450,1901.236450,11091546505
2023-11-26,1901.368164,1910.546143,1889.145874,1904.215576,1904.215576,4899024598
2023-11-27,1904.000244,1912.477173,1861.794678,1886.035522,1886.035522,7362849234
2023-11-28,1885.217041,1894.219482,1815.014771,1849.985840,1849.985840,9649344991
2023-11-29,1850.077026,1886.320068,1823.397339,1862.340088,1862.340088,9006307594
2023-11-30,1862.202637,1885.898193,1842.871460,1849.850098,1849.850098,8151609549
2023-12-01,1849.329956,1885.568970,1850.764893,1884.503052,1884.503052,7443963925
2023-12-02,1884.081299,1935.781250,1877.335449,1916.111450,1916.111450,9976414879
2023-12-03,1916.592041,2005.027344,1916.357544,1989.307373,1989.307373,8386476163
2023-12-04,1989.483521,2032.950195,1976.463257,2015.157959,2015.157959,7604722844
2023-12-05,2015.132080,2091.899170,2015.211548,2069.893799,2069.893799,14901586282
2023-12-06,2069.780029,2138.504395,2027.407715,2124.812988,2124.812988,14249524708
2023-12-07,2124.615234,2140.778809,2066.733154,2072.802734,2072.802734,11880125606
2023-12-08,2074.248291,2205.981689,2065.073975,2184.964844,2184.964844,13685703581
2023-12-09,2184.584473,2212.423584,2180.387207,2189.375000,2189.375000,11642838365
2023-12-10,2189.332275,2229.313965,2164.252441,2173.078857,2173.078857,9851276962
2023-12-11,2173.324707,2210.272705,2156.585205,2185.200195,2185.200195,6845622342
2023-12-12,2185.231934,2187.307617,2007.134644,2066.406738,2066.406738,16710177854
2023-12-13,2066.232422,2082.518311,2007.828857,2039.206055,2039.206055,10548803564
2023-12-14,2039.726807,2099.213867,1994.332031,2077.276123,2077.276123,11556261173
2023-12-15,2077.356445,2121.030029,2050.301025,2107.190430,2107.190430,11469047486
2023-12-16,2106.764160,2108.803467,2029.850464,2034.502075,2034.502075,9404734192
2023-12-17,2035.490479,2072.520508,2029.197510,2041.459229,2041.459229,6294681227
2023-12-18,2041.427979,2059.071533,2015.843262,2016.044678,2016.044678,6801699890
2023-12-19,2014.998779,2034.127563,1942.746948,2029.820679,2029.820679,9490128762
2023-12-20,2030.706421,2060.692139,1949.640991,1983.604248,1983.604248,9671938187
2023-12-21,1983.027588,2063.952637,1975.131226,2011.886475,2011.886475,11560398110
2023-12-22,2011.775635,2074.179688,1995.366211,2034.774292,2034.774292,11462963300
2023-12-23,2034.825073,2125.567871,2030.794922,2110.011475,2110.011475,14635465756
2023-12-24,2110.184814,2115.042236,2059.135986,2094.087891,2094.087891,7251414458
2023-12-25,2094.614258,2109.960938,2042.895874,2056.541504,2056.541504,8578377057
2023-12-26,2056.222412,2088.157471,2048.163818,2062.431641,2062.431641,7293233967
2023-12-27,2062.120361,2063.018799,1976.300293,2020.714600,2020.714600,9660987287
2023-12-28,2020.649170,2153.675537,2007.650391,2141.398926,2141.398926,12748380775
2023-12-29,2142.713623,2199.469238,2113.807129,2121.082275,2121.082275,14149907810
2023-12-30,2120.429688,2157.699707,2046.922729,2081.036865,2081.036865,11340026955
2023-12-31,2080.773682,2100.331055,2053.287109,2073.234863,2073.234863,6230558745
2024-01-01,2073.126465,2097.157471,2048.800537,2066.990234,2066.990234,6225493745
2024-01-02,2068.257813,2131.369141,2053.895508,2131.369141,2131.369141,6257999647
2024-01-03,2131.609863,2203.894043,2128.056641,2153.114502,2153.114502,11799578441
2024-01-04,2153.246826,2179.315430,1935.636841,2023.357788,2023.357788,17694100134
2024-01-05,2023.144775,2096.319580,2018.682495,2072.854980,2072.854980,10089640771
2024-01-06,2073.193848,2078.344727,2018.447388,2070.934570,2070.934570,9914421211
2024-01-07,2071.749512,2073.410400,2026.328125,2046.267090,2046.267090,5450391543
2024-01-08,2046.621338,2059.830078,2020.720215,2031.559326,2031.559326,5931500131
2024-01-09,2031.551880,2151.957031,1985.547607,2130.642090,2130.642090,12630509689
2024-01-10,2130.491699,2168.425781,2050.953125,2144.939941,2144.939941,13621721387
2024-01-11,2145.028320,2394.082031,2142.301758,2352.869629,2352.869629,26463800880
2024-01-12,2354.753906,2458.839355,2339.234375,2385.278320,2385.278320,20555755598
2024-01-13,2384.875977,2467.245605,2244.551025,2302.499512,2302.499512,21546736819
2024-01-14,2301.107422,2361.437500,2278.907959,2350.053223,2350.053223,11173220006
2024-01-15,2351.335449,2351.635010,2257.031494,2258.736084,2258.736084,8593311482
2024-01-16,2258.211182,2329.512939,2257.438232,2294.472168,2294.472168,8862844790
2024-01-17,2293.799561,2403.334229,2299.066162,2378.706543,2378.706543,10169832543
2024-01-18,2378.112305,2383.733887,2305.026611,2322.534912,2322.534912,9591014284
2024-01-19,2322.740479,2340.541260,2232.563965,2267.123779,2267.123779,10935804505
2024-01-20,2268.658447,2296.438232,2218.737793,2282.994629,2282.994629,10459210534
2024-01-21,2283.314697,2283.314697,2252.362549,2264.736816,2264.736816,4858371481
2024-01-22,2264.928711,2274.064453,2251.591553,2253.001465,2253.001465,4203614142
2024-01-23,2253.987793,2259.631348,2116.522705,2124.227051,2124.227051,12799427161
2024-01-24,2124.342285,2155.189941,1994.686646,2063.754639,2063.754639,14904356606
2024-01-25,2064.734619,2074.673340,2019.486206,2052.667725,2052.667725,9313921882
2024-01-26,2053.042969,2057.160400,2006.432129,2044.773193,2044.773193,8576857813
2024-01-27,2044.525757,2098.778564,2029.784668,2086.973389,2086.973389,9182165583
2024-01-28,2087.083252,2101.098145,2073.336426,2087.604980,2087.604980,4735426045
2024-01-29,2087.887451,2123.516357,2068.209717,2081.839600,2081.839600,6729350163
2024-01-30,2081.642578,2141.844727,2070.735840,2138.712646,2138.712646,8259426095
2024-01-31,2139.055664,2202.488525,2119.997314,2162.155273,2162.155273,9382221108
2024-02-01,2161.293213,2166.875000,2094.363525,2112.673096,2112.673096,10003538988
2024-02-02,2112.331299,2126.191406,2075.788574,2118.581299,2118.581299,8180315961
2024-02-03,2118.471924,2134.737549,2113.598389,2137.358643,2137.358643,6654727810
2024-02-04,2137.305176,2155.239502,2123.931152,2126.246094,2126.246094,4304052611
2024-02-05,2126.319092,2136.632080,2106.015381,2123.929443,2123.929443,5044729631
2024-02-06,2123.613525,2172.874268,2107.342773,2140.254150,2140.254150,6774914025
2024-02-07,2140.315674,2222.762939,2137.942627,2205.241455,2205.241455,8850786530
2024-02-08,2205.298096,2267.731445,2186.633057,2249.281494,2249.281494,8965246834
2024-02-09,2249.592529,2287.021240,2238.678223,2245.288574,2245.288574,9224448375
2024-02-10,2245.165283,2337.876953,2244.730713,2306.548828,2306.548828,12642314896
2024-02-11,2306.673828,2333.628174,2295.739014,2319.263916,2319.263916,6003428347
2024-02-12,2319.172607,2353.062988,2313.687500,2322.218506,2322.218506,6804159444
2024-02-13,2322.226318,2472.080811,2296.798340,2467.640625,2467.640625,12089516454
2024-02-14,2469.005615,2492.358643,2425.602051,2467.373047,2467.373047,17062375458
2024-02-15,2466.906250,2597.847412,2446.868652,2588.407715,2588.407715,19985832072
2024-02-16,2588.127441,2657.764893,2576.372803,2621.766357,2621.766357,22031841406
2024-02-17,2622.789063,2655.274658,2561.366455,2601.573242,2601.573242,15827467244
2024-02-18,2601.614502,2602.906982,2527.986084,2585.781494,2585.781494,16639634673
2024-02-19,2585.815918,2684.688965,2568.374268,2669.718018,2669.718018,21658048449
2024-02-20,2671.849854,2768.120361,2653.463623,2731.657959,2731.657959,14071472768
2024-02-21,2732.151367,2804.599609,2668.417725,2787.713867,2787.713867,18817483863
2024-02-22,2789.702393,2791.604004,2660.687988,2745.157959,2745.157959,17464450435
2024-02-23,2744.459473,2800.526367,2684.773682,2744.426514,2744.426514,16681663668
2024-02-24,2743.624756,2764.242676,2686.848877,2697.128906,2697.128906,11837291253
2024-02-25,2697.410156,2772.399658,2684.243896,2762.421143,2762.421143,9879264055
2024-02-26,2762.403320,2879.855957,2755.042480,2877.109619,2877.109619,13513887050
2024-02-27,2876.954102,2947.356201,2802.507080,2929.868652,2929.868652,16132709498
